trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 0.998}",20,0,-138.77123996238637,"{0: 8, 1: 1, 2: 8, 3: 3, 4: 0}",0
2,False,"{'a': 0.7, 'e': 0.996}",35,0,-167.47233275587516,"{0: 24, 1: 2, 2: 6, 3: 0, 4: 3}",0
3,False,"{'a': 0.7, 'e': 0.994}",20,0,-102.33261645415716,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
4,False,"{'a': 0.7, 'e': 0.992}",25,0,-165.74360079762022,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
5,False,"{'a': 0.7, 'e': 0.99}",25,0,-73.89058154548326,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
6,False,"{'a': 0.7, 'e': 0.988}",30,0,-90.61342048919118,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
7,False,"{'a': 0.7, 'e': 0.986}",30,0,-145.94430439679513,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
8,False,"{'a': 0.7, 'e': 0.984}",20,0,-59.33034716451711,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
9,False,"{'a': 0.7, 'e': 0.982}",25,13,-29.93608502482418,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
10,False,"{'a': 0.7, 'e': 0.98}",20,11,-46.97432928123592,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
11,False,"{'a': 0.7, 'e': 0.978}",20,0,-101.09159088391272,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
12,False,"{'a': 0.7, 'e': 0.976}",25,6,-107.64991614088463,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 2}",1
13,False,"{'a': 0.7, 'e': 0.974}",20,0,-62.26334180614151,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
14,False,"{'a': 0.7, 'e': 0.972}",30,0,-115.78751832325918,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
15,False,"{'a': 0.7, 'e': 0.97}",30,0,-127.33332805233358,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
16,False,"{'a': 0.7, 'e': 0.968}",25,0,-81.73759012869687,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
17,False,"{'a': 0.7, 'e': 0.966}",20,0,-165.4209142696315,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
18,False,"{'a': 0.7, 'e': 0.964}",25,0,-133.54530978604873,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
19,False,"{'a': 0.7, 'e': 0.962}",25,0,-12.560258892388504,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
20,False,"{'a': 0.7, 'e': 0.96}",20,0,-70.01550559746586,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.7, 'e': 0.958}",20,0,-93.99987002581115,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
22,False,"{'a': 0.7, 'e': 0.956}",30,0,-122.34114303222844,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
23,False,"{'a': 0.7, 'e': 0.954}",20,0,-102.63199420983948,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
24,False,"{'a': 0.7, 'e': 0.952}",35,0,-66.08640945865311,"{0: 24, 1: 6, 2: 4, 3: 1, 4: 0}",0
25,False,"{'a': 0.7, 'e': 0.95}",20,0,-187.9790561362465,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
26,False,"{'a': 0.7, 'e': 0.948}",20,0,-151.68369908316777,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
27,False,"{'a': 0.7, 'e': 0.946}",20,0,-117.62517149970147,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
28,False,"{'a': 0.7, 'e': 0.944}",20,0,-112.16652191514363,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
29,False,"{'a': 0.7, 'e': 0.942}",20,0,-135.36218009538462,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
30,False,"{'a': 0.7, 'e': 0.94}",35,0,-135.45754778325593,"{0: 24, 1: 0, 2: 8, 3: 2, 4: 1}",0
31,False,"{'a': 0.7, 'e': 0.938}",25,0,-132.63668515231993,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
32,False,"{'a': 0.7, 'e': 0.9359999999999999}",25,0,-76.0310852426538,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
33,False,"{'a': 0.7, 'e': 0.9339999999999999}",20,0,-106.52532100607118,"{0: 10, 1: 1, 2: 7, 3: 2, 4: 0}",0
34,False,"{'a': 0.7, 'e': 0.9319999999999999}",30,0,-99.82386233436534,"{0: 21, 1: 0, 2: 8, 3: 0, 4: 1}",0
35,False,"{'a': 0.7, 'e': 0.9299999999999999}",20,0,-43.58049395105759,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
36,False,"{'a': 0.7, 'e': 0.9279999999999999}",30,0,-79.5157901871003,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
37,False,"{'a': 0.7, 'e': 0.9259999999999999}",20,0,-142.2376868814646,"{0: 9, 1: 2, 2: 4, 3: 5, 4: 0}",0
38,False,"{'a': 0.7, 'e': 0.9239999999999999}",25,6,-41.96698483668082,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 0}",1
39,False,"{'a': 0.7, 'e': 0.9219999999999999}",20,0,-84.85767371942069,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
40,False,"{'a': 0.7, 'e': 0.9199999999999999}",25,3,-42.88113215541484,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
41,False,"{'a': 0.7, 'e': 0.9179999999999999}",30,0,-115.84320260471803,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
42,False,"{'a': 0.7, 'e': 0.9159999999999999}",20,0,-79.2472240496661,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
43,False,"{'a': 0.7, 'e': 0.9139999999999999}",20,0,-124.53896476732899,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
44,False,"{'a': 0.7, 'e': 0.9119999999999999}",30,0,-107.8541804796395,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
45,False,"{'a': 0.7, 'e': 0.9099999999999999}",25,0,-36.98117736987362,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.7, 'e': 0.9079999999999999}",20,11,-81.93313520227498,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 1}",1
47,False,"{'a': 0.7, 'e': 0.9059999999999999}",20,0,-61.546072067974436,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
48,False,"{'a': 0.7, 'e': 0.9039999999999999}",30,0,-187.58111328091687,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
49,False,"{'a': 0.7, 'e': 0.9019999999999999}",25,0,-72.26511047295182,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
50,False,"{'a': 0.7, 'e': 0.8999999999999999}",35,0,-128.74553455425465,"{0: 26, 1: 3, 2: 1, 3: 3, 4: 2}",0
51,False,"{'a': 0.7, 'e': 0.8979999999999999}",30,0,-125.95685330288266,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
52,False,"{'a': 0.7, 'e': 0.8959999999999999}",20,0,-18.35992562406849,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
53,False,"{'a': 0.7, 'e': 0.8939999999999999}",20,0,-61.31725923480052,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
54,False,"{'a': 0.7, 'e': 0.8919999999999999}",20,0,-110.38597944115028,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
55,False,"{'a': 0.7, 'e': 0.8899999999999999}",20,0,-28.417969695619554,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
56,False,"{'a': 0.7, 'e': 0.8879999999999999}",20,0,-114.27030351931457,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
57,False,"{'a': 0.7, 'e': 0.8859999999999999}",20,0,-64.19258805923393,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
58,False,"{'a': 0.7, 'e': 0.8839999999999999}",20,0,-14.635835340089221,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.7, 'e': 0.8819999999999999}",20,6,-134.95069570310747,"{0: 6, 1: 1, 2: 4, 3: 1, 4: 2}",1
60,False,"{'a': 0.7, 'e': 0.8799999999999999}",25,0,-169.74621735923833,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
61,False,"{'a': 0.7, 'e': 0.8779999999999999}",20,7,-47.36414533839312,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.7, 'e': 0.8759999999999999}",25,0,-216.13368515304998,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
63,False,"{'a': 0.7, 'e': 0.8739999999999999}",30,0,-87.04461698266147,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
64,False,"{'a': 0.7, 'e': 0.8719999999999999}",20,0,-215.0661508998727,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
65,False,"{'a': 0.7, 'e': 0.8699999999999999}",25,0,-42.109132393205414,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
66,False,"{'a': 0.7, 'e': 0.8679999999999999}",25,4,-79.34100090354762,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
67,False,"{'a': 0.7, 'e': 0.8659999999999999}",20,0,-93.31191905985473,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
68,False,"{'a': 0.7, 'e': 0.8639999999999999}",25,6,-92.96615615810458,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 0}",1
69,False,"{'a': 0.7, 'e': 0.8619999999999999}",20,0,-86.3104951666936,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
70,False,"{'a': 0.7, 'e': 0.8599999999999999}",20,0,-146.71652600398406,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
71,False,"{'a': 0.7, 'e': 0.8579999999999999}",20,8,-60.10731598358647,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
72,False,"{'a': 0.7, 'e': 0.8559999999999999}",20,0,-144.98315741364513,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
73,False,"{'a': 0.7, 'e': 0.8539999999999999}",25,0,-102.00655673918807,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
74,False,"{'a': 0.7, 'e': 0.8519999999999999}",30,0,-206.48452793549748,"{0: 18, 1: 2, 2: 4, 3: 3, 4: 3}",0
75,False,"{'a': 0.7, 'e': 0.8499999999999999}",25,0,-53.1531869120621,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
76,False,"{'a': 0.7, 'e': 0.8479999999999999}",25,0,-85.40511269322147,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
77,False,"{'a': 0.7, 'e': 0.8459999999999999}",25,0,-160.07231328137723,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
78,False,"{'a': 0.7, 'e': 0.8439999999999999}",20,0,-49.63040983572593,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
79,False,"{'a': 0.7, 'e': 0.8419999999999999}",25,0,-90.11296000938894,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 0.7, 'e': 0.8399999999999999}",20,1,-154.9135966885776,"{0: 8, 1: 1, 2: 8, 3: 0, 4: 2}",1
81,False,"{'a': 0.7, 'e': 0.8379999999999999}",25,1,-59.7388355761881,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
82,False,"{'a': 0.7, 'e': 0.8359999999999999}",20,0,-67.63645873404975,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.7, 'e': 0.8339999999999999}",30,0,-88.89527388560822,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
84,False,"{'a': 0.7, 'e': 0.8319999999999999}",25,0,-156.0670885317891,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
85,False,"{'a': 0.7, 'e': 0.8299999999999998}",20,8,-7.754962129045804,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.7, 'e': 0.8279999999999998}",20,3,-60.150729589921724,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
87,False,"{'a': 0.7, 'e': 0.8259999999999998}",25,0,-161.06961566815446,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",0
88,False,"{'a': 0.7, 'e': 0.8239999999999998}",30,0,-37.75823877720176,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
89,False,"{'a': 0.7, 'e': 0.8219999999999998}",20,0,-79.41197563880266,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
90,False,"{'a': 0.7, 'e': 0.8199999999999998}",20,0,3.4021412173811267,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
91,False,"{'a': 0.7, 'e': 0.8179999999999998}",25,0,-8.869669406601208,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.7, 'e': 0.8159999999999998}",25,0,-115.51243951370006,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
93,False,"{'a': 0.7, 'e': 0.8139999999999998}",35,0,-123.60640834753025,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 1}",0
94,False,"{'a': 0.7, 'e': 0.8119999999999998}",20,0,8.894926068166425,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.7, 'e': 0.8099999999999998}",20,0,-45.170172942678626,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
96,False,"{'a': 0.7, 'e': 0.8079999999999998}",20,0,-89.81583062503744,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
97,False,"{'a': 0.7, 'e': 0.8059999999999998}",30,0,-67.51671729055093,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
98,False,"{'a': 0.7, 'e': 0.8039999999999998}",20,0,-112.6756377102039,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
99,False,"{'a': 0.7, 'e': 0.8019999999999998}",25,0,-115.8590729951299,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
100,False,"{'a': 0.7, 'e': 0.7999999999999998}",25,0,-71.00635785449744,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
101,False,"{'a': 0.7, 'e': 0.7979999999999998}",20,13,-9.283011265469442,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.7, 'e': 0.7959999999999998}",20,0,-55.57322426275451,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
103,False,"{'a': 0.7, 'e': 0.7939999999999998}",25,0,-135.69592440923546,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
104,False,"{'a': 0.7, 'e': 0.7919999999999998}",20,0,-52.226028260406885,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
105,False,"{'a': 0.7, 'e': 0.7899999999999998}",20,0,-121.47610358459367,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
106,False,"{'a': 0.7, 'e': 0.7879999999999998}",20,0,-122.17948388238588,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
107,False,"{'a': 0.7, 'e': 0.7859999999999998}",20,0,-49.78377309302081,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
108,False,"{'a': 0.7, 'e': 0.7839999999999998}",35,1,-52.54088350037753,"{0: 25, 1: 4, 2: 4, 3: 1, 4: 0}",1
109,False,"{'a': 0.7, 'e': 0.7819999999999998}",20,0,-89.13351283373227,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
110,False,"{'a': 0.7, 'e': 0.7799999999999998}",20,14,7.997391837302601,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.7, 'e': 0.7779999999999998}",30,0,-66.38244871847687,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
112,False,"{'a': 0.7, 'e': 0.7759999999999998}",25,0,-162.55015825440066,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
113,False,"{'a': 0.7, 'e': 0.7739999999999998}",20,0,-70.46673711449553,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
114,False,"{'a': 0.7, 'e': 0.7719999999999998}",20,0,-98.6692031671779,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
115,False,"{'a': 0.7, 'e': 0.7699999999999998}",25,0,-105.01714033791627,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
116,False,"{'a': 0.7, 'e': 0.7679999999999998}",20,7,-66.65444854767009,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
117,False,"{'a': 0.7, 'e': 0.7659999999999998}",25,0,-206.64933374705888,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
118,False,"{'a': 0.7, 'e': 0.7639999999999998}",25,17,-51.84891991622781,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
119,False,"{'a': 0.7, 'e': 0.7619999999999998}",20,0,-76.8115322523769,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
120,False,"{'a': 0.7, 'e': 0.7599999999999998}",20,4,-89.11279634306716,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 1}",1
121,False,"{'a': 0.7, 'e': 0.7579999999999998}",30,0,-83.38188197998866,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
122,False,"{'a': 0.7, 'e': 0.7559999999999998}",20,0,-55.621982105259114,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
123,False,"{'a': 0.7, 'e': 0.7539999999999998}",25,1,-91.27255081916125,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 2}",1
124,False,"{'a': 0.7, 'e': 0.7519999999999998}",30,10,-126.51605641695826,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",1
125,False,"{'a': 0.7, 'e': 0.7499999999999998}",20,0,-91.89737951506456,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
126,False,"{'a': 0.7, 'e': 0.7479999999999998}",20,0,-95.86525778621464,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.7, 'e': 0.7459999999999998}",30,21,-47.96989661081988,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
128,False,"{'a': 0.7, 'e': 0.7439999999999998}",25,0,-34.935336703806456,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
129,False,"{'a': 0.7, 'e': 0.7419999999999998}",30,0,-146.41888139969768,"{0: 21, 1: 1, 2: 3, 3: 3, 4: 2}",0
130,False,"{'a': 0.7, 'e': 0.7399999999999998}",25,0,-87.72060401394668,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
131,False,"{'a': 0.7, 'e': 0.7379999999999998}",20,0,-162.376944042513,"{0: 8, 1: 5, 2: 3, 3: 2, 4: 2}",0
132,False,"{'a': 0.7, 'e': 0.7359999999999998}",20,0,-42.85059790924652,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
133,False,"{'a': 0.7, 'e': 0.7339999999999998}",30,0,-86.42976975692845,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.7, 'e': 0.7319999999999998}",30,1,-15.63211994721698,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 0}",1
135,False,"{'a': 0.7, 'e': 0.7299999999999998}",25,0,-124.24537832131541,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
136,False,"{'a': 0.7, 'e': 0.7279999999999998}",20,0,-107.91830575917342,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
137,False,"{'a': 0.7, 'e': 0.7259999999999998}",25,3,21.175363350684805,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.7, 'e': 0.7239999999999998}",20,0,-64.83661350261063,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
139,False,"{'a': 0.7, 'e': 0.7219999999999998}",30,0,-218.28142459253573,"{0: 18, 1: 4, 2: 2, 3: 2, 4: 4}",0
140,False,"{'a': 0.7, 'e': 0.7199999999999998}",30,8,-141.28514955108682,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 2}",1
141,False,"{'a': 0.7, 'e': 0.7179999999999997}",30,0,-135.4433723546252,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
142,False,"{'a': 0.7, 'e': 0.7159999999999997}",25,8,17.273166724436916,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.7, 'e': 0.7139999999999997}",25,12,-29.479311007500684,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
144,False,"{'a': 0.7, 'e': 0.7119999999999997}",30,0,-41.416036618666865,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
145,False,"{'a': 0.7, 'e': 0.7099999999999997}",25,5,-95.24352249402128,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",1
146,False,"{'a': 0.7, 'e': 0.7079999999999997}",20,0,-138.60794746567848,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
147,False,"{'a': 0.7, 'e': 0.7059999999999997}",20,0,-41.07792928468705,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
148,False,"{'a': 0.7, 'e': 0.7039999999999997}",20,0,-45.798949859522175,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.7, 'e': 0.7019999999999997}",25,0,-81.82484245211437,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
150,False,"{'a': 0.7, 'e': 0.6999999999999997}",20,0,-88.30100540805604,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
151,False,"{'a': 0.7, 'e': 0.6979999999999997}",20,1,-35.148554418899,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
152,False,"{'a': 0.7, 'e': 0.6959999999999997}",25,1,-148.19505434113506,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 3}",1
153,False,"{'a': 0.7, 'e': 0.6939999999999997}",25,0,-24.419004715196635,"{0: 17, 1: 6, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.7, 'e': 0.6919999999999997}",25,0,-90.03701471942681,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",1
155,False,"{'a': 0.7, 'e': 0.6899999999999997}",20,0,-48.945808280641465,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
156,False,"{'a': 0.7, 'e': 0.6879999999999997}",30,0,-82.53359999541381,"{0: 24, 1: 1, 2: 1, 3: 3, 4: 1}",0
157,False,"{'a': 0.7, 'e': 0.6859999999999997}",25,0,-18.83829847455948,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
158,False,"{'a': 0.7, 'e': 0.6839999999999997}",25,0,-87.00016197520154,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
159,False,"{'a': 0.7, 'e': 0.6819999999999997}",35,0,-139.04721514375825,"{0: 25, 1: 4, 2: 3, 3: 0, 4: 3}",0
160,False,"{'a': 0.7, 'e': 0.6799999999999997}",25,0,-79.06903522132983,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
161,False,"{'a': 0.7, 'e': 0.6779999999999997}",25,0,-66.99523322720017,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
162,False,"{'a': 0.7, 'e': 0.6759999999999997}",25,0,-87.41580061406715,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
163,False,"{'a': 0.7, 'e': 0.6739999999999997}",25,2,-84.63452337648704,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 1}",1
164,False,"{'a': 0.7, 'e': 0.6719999999999997}",25,0,-7.1647008602274065,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
165,False,"{'a': 0.7, 'e': 0.6699999999999997}",25,0,-100.26380972018677,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
166,False,"{'a': 0.7, 'e': 0.6679999999999997}",20,0,-76.27259744948498,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
167,False,"{'a': 0.7, 'e': 0.6659999999999997}",25,10,-24.067457470574585,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
168,False,"{'a': 0.7, 'e': 0.6639999999999997}",20,2,-57.44135797373293,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
169,False,"{'a': 0.7, 'e': 0.6619999999999997}",20,0,-113.70864768042873,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
170,False,"{'a': 0.7, 'e': 0.6599999999999997}",25,0,-113.27941932236816,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
171,False,"{'a': 0.7, 'e': 0.6579999999999997}",30,18,-110.52267885490541,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 2}",1
172,False,"{'a': 0.7, 'e': 0.6559999999999997}",25,0,-6.792992898288255,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
173,False,"{'a': 0.7, 'e': 0.6539999999999997}",25,9,1.8148236388408767,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.7, 'e': 0.6519999999999997}",20,0,-56.19091109469941,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.7, 'e': 0.6499999999999997}",25,6,-19.162729286920037,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
176,False,"{'a': 0.7, 'e': 0.6479999999999997}",25,0,-81.53821791685296,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
177,False,"{'a': 0.7, 'e': 0.6459999999999997}",30,0,-174.746435409811,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
178,False,"{'a': 0.7, 'e': 0.6439999999999997}",25,0,-115.72764653397128,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
179,False,"{'a': 0.7, 'e': 0.6419999999999997}",35,0,-178.4507253229514,"{0: 25, 1: 2, 2: 4, 3: 0, 4: 4}",0
180,False,"{'a': 0.7, 'e': 0.6399999999999997}",20,0,-58.95628163688869,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
181,False,"{'a': 0.7, 'e': 0.6379999999999997}",25,0,-17.051473120793787,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
182,False,"{'a': 0.7, 'e': 0.6359999999999997}",25,0,-147.96482243629856,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
183,False,"{'a': 0.7, 'e': 0.6339999999999997}",20,0,-61.09500480462008,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
184,False,"{'a': 0.7, 'e': 0.6319999999999997}",20,0,-33.31074529469836,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
185,False,"{'a': 0.7, 'e': 0.6299999999999997}",20,0,-0.7756796475279877,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
